Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,sample_name,sequencing_method,SRA_accession,SRA Study,title,Run
ERR688596,530119,WGS,185,5221474743,PRJEB7774,SAMEA3136651,4185983740,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633597,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022056-142,PAIRED,other,METAGENOMIC,5221,3992,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608502,SAMEA3136651,ERS608502,Illumina,ERS608502,ERP008729,Stool sample from controls,ERR688596
ERR688597,530142,WGS,181,5400705442,PRJEB7774,SAMEA3136695,4699856713,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633598,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021929-87,PAIRED,other,METAGENOMIC,5400,4482,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608546,SAMEA3136695,ERS608546,Illumina,ERS608546,ERP008729,Stool sample from advanced adenoma,ERR688597
ERR688598,530154,WGS,187,5325631871,PRJEB7774,SAMEA3136636,4404202355,BGI,2013,public,"sra,fastq","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633599,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021967-88,PAIRED,other,METAGENOMIC,5325,4200,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608487,SAMEA3136636,ERS608487,Illumina,ERS608487,ERP008729,Stool sample from controls,ERR688598
ERR688599,530163,WGS,188,5008128193,PRJEB7774,SAMEA3136655,3986493134,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633600,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022060-16,PAIRED,other,METAGENOMIC,5008,3801,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608506,SAMEA3136655,ERS608506,Illumina,ERS608506,ERP008729,Stool sample from controls,ERR688599
ERR688600,530167,WGS,171,4008156731,PRJEB7774,SAMEA3136627,3483978785,BGI,2013,public,"fastq,sra","ena,ncbi,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633601,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021958-36,PAIRED,other,METAGENOMIC,4008,3322,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608478,SAMEA3136627,ERS608478,Illumina,ERS608478,ERP008729,Stool sample from controls,ERR688600
ERR688601,530168,WGS,188,5159219388,PRJEB7774,SAMEA3136682,3845435172,BGI,2013,public,"sra,fastq","gs,ena,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633602,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021721-27,PAIRED,other,METAGENOMIC,5159,3667,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608533,SAMEA3136682,ERS608533,Illumina,ERS608533,ERP008729,Stool sample from advanced adenoma,ERR688601
ERR688602,530172,WGS,192,4734636631,PRJEB7774,SAMEA3136711,3659831454,BGI,2013,public,"fastq,sra","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633603,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021944-142,PAIRED,other,METAGENOMIC,4734,3490,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608562,SAMEA3136711,ERS608562,Illumina,ERS608562,ERP008729,Stool sample from advanced adenoma,ERR688602
ERR688603,530177,WGS,189,4694058101,PRJEB7774,SAMEA3136631,3604431323,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633604,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021962-45,PAIRED,other,METAGENOMIC,4694,3437,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608482,SAMEA3136631,ERS608482,Illumina,ERS608482,ERP008729,Stool sample from controls,ERR688603
ERR688604,530185,WGS,187,4904355362,PRJEB7774,SAMEA3136683,3735276611,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633605,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021722-32,PAIRED,other,METAGENOMIC,4904,3562,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608534,SAMEA3136683,ERS608534,Illumina,ERS608534,ERP008729,Stool sample from advanced adenoma,ERR688604
ERR688605,530215,WGS,187,3854178844,PRJEB7774,SAMEA3136666,2945761672,BGI,2013,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633606,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022070-39,PAIRED,other,METAGENOMIC,3854,2809,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608517,SAMEA3136666,ERS608517,Illumina,ERS608517,ERP008729,Stool sample from controls,ERR688605
ERR688606,530227,WGS,191,5326604619,PRJEB7774,SAMEA3136640,4087489479,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633607,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022045-94,PAIRED,other,METAGENOMIC,5326,3898,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608491,SAMEA3136640,ERS608491,Illumina,ERS608491,ERP008729,Stool sample from controls,ERR688606
ERR688607,530251,WGS,191,3684933940,PRJEB7774,SAMEA3136649,2866596002,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633608,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022054-136,PAIRED,other,METAGENOMIC,3684,2733,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608500,SAMEA3136649,ERS608500,Illumina,ERS608500,ERP008729,Stool sample from controls,ERR688607
ERR688608,530258,WGS,187,4441160072,PRJEB7774,SAMEA3136672,3484401969,BGI,2013,public,"fastq,sra","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633609,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022074-87,PAIRED,other,METAGENOMIC,4441,3322,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608523,SAMEA3136672,ERS608523,Illumina,ERS608523,ERP008729,Stool sample from controls,ERR688608
ERR688609,530262,WGS,190,2947863511,PRJEB7774,SAMEA3136709,2272747273,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633610,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021943-136,PAIRED,other,METAGENOMIC,2947,2167,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608560,SAMEA3136709,ERS608560,Illumina,ERS608560,ERP008729,Stool sample from advanced adenoma,ERR688609
ERR688610,530295,WGS,185,5293490317,PRJEB7774,SAMEA3136642,4107032222,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633611,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022047-102,PAIRED,other,METAGENOMIC,5293,3916,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608493,SAMEA3136642,ERS608493,Illumina,ERS608493,ERP008729,Stool sample from controls,ERR688610
ERR688611,530297,WGS,179,4974167090,PRJEB7774,SAMEA3136694,4380068074,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633612,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021928-84,PAIRED,other,METAGENOMIC,4974,4177,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608545,SAMEA3136694,ERS608545,Illumina,ERS608545,ERP008729,Stool sample from advanced adenoma,ERR688611
ERR688612,530315,WGS,188,3801988889,PRJEB7774,SAMEA3136628,2956108894,BGI,2013,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633613,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021959-37,PAIRED,other,METAGENOMIC,3801,2819,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608479,SAMEA3136628,ERS608479,Illumina,ERS608479,ERP008729,Stool sample from controls,ERR688612
ERR688613,530323,WGS,189,5872582849,PRJEB7774,SAMEA3136719,4508516665,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633614,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021952-23,PAIRED,other,METAGENOMIC,5872,4299,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608570,SAMEA3136719,ERS608570,Illumina,ERS608570,ERP008729,Stool sample from advanced adenoma,ERR688613
ERR688614,530331,WGS,183,4143781507,PRJEB7774,SAMEA3136671,3276867414,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633615,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022431-84,PAIRED,other,METAGENOMIC,4143,3125,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608522,SAMEA3136671,ERS608522,Illumina,ERS608522,ERP008729,Stool sample from controls,ERR688614
ERR688615,530348,WGS,189,5172230072,PRJEB7774,SAMEA3136720,4015132437,BGI,2013,public,"fastq,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633616,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021953-24,PAIRED,other,METAGENOMIC,5172,3829,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608571,SAMEA3136720,ERS608571,Illumina,ERS608571,ERP008729,Stool sample from advanced adenoma,ERR688615
ERR688616,530364,WGS,187,4045367174,PRJEB7774,SAMEA3136653,3244455635,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633617,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022058-166,PAIRED,other,METAGENOMIC,4045,3094,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608504,SAMEA3136653,ERS608504,Illumina,ERS608504,ERP008729,Stool sample from controls,ERR688616
ERR688617,530368,WGS,187,3858344665,PRJEB7774,SAMEA3136643,3014764709,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633618,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022048-108,PAIRED,other,METAGENOMIC,3858,2875,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608494,SAMEA3136643,ERS608494,Illumina,ERS608494,ERP008729,Stool sample from controls,ERR688617
ERR688618,530373,WGS,185,4715595335,PRJEB7774,SAMEA3136732,3836947203,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633619,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021634-27,PAIRED,other,METAGENOMIC,4715,3659,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608583,SAMEA3136732,ERS608583,Illumina,ERS608583,ERP008729,Stool sample from carcinoma,ERR688618
ERR688619,530394,WGS,186,6095291911,PRJEB7774,SAMEA3136641,4965012833,BGI,2013,public,"sra,fastq","gs,ena,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633620,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022046-95,PAIRED,other,METAGENOMIC,6095,4735,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608492,SAMEA3136641,ERS608492,Illumina,ERS608492,ERP008729,Stool sample from controls,ERR688619
ERR688620,530398,WGS,186,5422268233,PRJEB7774,SAMEA3136715,4213470371,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633621,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021948-16,PAIRED,other,METAGENOMIC,5422,4018,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608566,SAMEA3136715,ERS608566,Illumina,ERS608566,ERP008729,Stool sample from advanced adenoma,ERR688620
ERR688621,530403,WGS,188,5556816606,PRJEB7774,SAMEA3136686,4315228182,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633622,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022083-102,PAIRED,other,METAGENOMIC,5556,4115,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608537,SAMEA3136686,ERS608537,Illumina,ERS608537,ERP008729,Stool sample from advanced adenoma,ERR688621
ERR688622,530444,WGS,179,4402826466,PRJEB7774,SAMEA3136637,3742887323,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633623,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022087-89,PAIRED,other,METAGENOMIC,4402,3569,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608488,SAMEA3136637,ERS608488,Illumina,ERS608488,ERP008729,Stool sample from controls,ERR688622
ERR688623,530450,WGS,187,4950788913,PRJEB7774,SAMEA3136717,3848939976,BGI,2013,public,"fastq,sra","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633624,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021950-20,PAIRED,other,METAGENOMIC,4950,3670,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608568,SAMEA3136717,ERS608568,Illumina,ERS608568,ERP008729,Stool sample from advanced adenoma,ERR688623
ERR688624,530451,WGS,185,5703140269,PRJEB7774,SAMEA3136659,4581263725,BGI,2013,public,"fastq,sra","ncbi,s3,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633625,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022064-25,PAIRED,other,METAGENOMIC,5703,4369,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608510,SAMEA3136659,ERS608510,Illumina,ERS608510,ERP008729,Stool sample from controls,ERR688624
ERR688625,530558,WGS,189,5425048144,PRJEB7774,SAMEA3136697,4217863822,BGI,2013,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633626,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021931-89,PAIRED,other,METAGENOMIC,5425,4022,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608548,SAMEA3136697,ERS608548,Illumina,ERS608548,ERP008729,Stool sample from advanced adenoma,ERR688625
ERR688626,530600,WGS,185,5248776088,PRJEB7774,SAMEA3136684,4129128651,BGI,2013,public,"sra,fastq","ena,gs,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633627,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022079-94,PAIRED,other,METAGENOMIC,5248,3937,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608535,SAMEA3136684,ERS608535,Illumina,ERS608535,ERP008729,Stool sample from advanced adenoma,ERR688626
ERR688627,530623,WGS,183,4599298187,PRJEB7774,SAMEA3136718,3567389357,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633628,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021951-21,PAIRED,other,METAGENOMIC,4599,3402,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608569,SAMEA3136718,ERS608569,Illumina,ERS608569,ERP008729,Stool sample from advanced adenoma,ERR688627
ERR688628,530697,WGS,188,5889843911,PRJEB7774,SAMEA3136688,4455559898,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633629,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021724-36,PAIRED,other,METAGENOMIC,5889,4249,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608539,SAMEA3136688,ERS608539,Illumina,ERS608539,ERP008729,Stool sample from advanced adenoma,ERR688628
ERR688629,530705,WGS,187,4328681310,PRJEB7774,SAMEA3136701,3395244589,BGI,2013,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633630,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021936-102,PAIRED,other,METAGENOMIC,4328,3237,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608552,SAMEA3136701,ERS608552,Illumina,ERS608552,ERP008729,Stool sample from advanced adenoma,ERR688629
ERR688630,530743,WGS,183,4662298757,PRJEB7774,SAMEA3136699,3704017747,BGI,2013,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633631,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021933-93,PAIRED,other,METAGENOMIC,4662,3532,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608550,SAMEA3136699,ERS608550,Illumina,ERS608550,ERP008729,Stool sample from advanced adenoma,ERR688630
ERR688631,530756,WGS,185,3916346321,PRJEB7774,SAMEA3136690,3068728755,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633632,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022085-39,PAIRED,other,METAGENOMIC,3916,2926,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608541,SAMEA3136690,ERS608541,Illumina,ERS608541,ERP008729,Stool sample from advanced adenoma,ERR688631
